web_scraper_order,web_scraper_start_url,type clothes,price,address ,image_link
"1765199252-3585","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Polo Lacoste","6 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3150209_uploaded_image1_1622715576.jpg"
"1765199252-3586","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Costume africain","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3149269_uploaded_image1_1622669314.jpg"
"1765199252-3587","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Costume africain","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3149263_uploaded_image1_1622669167.jpg"
"1765199252-3588","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Lacoste homme","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3148680_uploaded_image1_1622651099.jpg"
"1765199252-3589","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Pantalons Kaki","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3148182_uploaded_image1_1622641341.jpg"
"1765199252-3590","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Polo Lacoste","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3148175_uploaded_image1_1622641230.jpg"
"1765199252-3591","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Lacoste homme turquie","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3147945_uploaded_image1_1622636904.jpg"
"1765199252-3592","https://sn.coinafrique.com/categorie/vetements-homme?page=72","T-shirt sport","8 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147877_uploaded_image1_1622635779.jpg"
"1765199252-3593","https://sn.coinafrique.com/categorie/vetements-homme?page=72","T-shirt sport","8 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147866_uploaded_image1_1622635575.jpg"
"1765199252-3594","https://sn.coinafrique.com/categorie/vetements-homme?page=72","T-shirts Sport Turquie","8 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147861_uploaded_image1_1622635481.jpg"
"1765199252-3595","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Sous-vêtements  homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147849_uploaded_image1_1622635261.jpg"
"1765199252-3596","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Polo Lacoste","5 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147846_uploaded_image1_1622635168.jpg"
"1765199252-3597","https://sn.coinafrique.com/categorie/vetements-homme?page=72","T-shirt Maccali","7 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147837_uploaded_image1_1622635003.jpg"
"1765199252-3598","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Jeans homme","15 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147785_uploaded_image1_1622633585.jpg"
"1765199252-3599","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Ensemble kaki et Lacoste","10 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3147769_uploaded_image1_1622633263.jpg"
"1765199252-3600","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Vêtements homme","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147717_uploaded_image1_1622632343.jpg"
"1765199252-3601","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Vêtements homme","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147714_uploaded_image1_1622632270.jpg"
"1765199252-3602","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Pantalon jeans homme","15 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147707_uploaded_image1_1622632163.jpg"
"1765199252-3603","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147706_uploaded_image1_1622632146.jpg"
"1765199252-3604","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147702_uploaded_image1_1622632073.jpg"
"1765199252-3605","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Pantalon jeans homme","15 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147682_uploaded_image1_1622631756.jpg"
"1765199252-3606","https://sn.coinafrique.com/categorie/vetements-homme?page=72","T-shirts homme","2 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147173_uploaded_image1_1622620555.jpg"
"1765199252-3607","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Joggings NBA","10 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3146721_uploaded_image1_1622589405.jpg"
"1765199252-3608","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Pantalon Jogging NBA","10 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3145978_uploaded_image1_1622571130.jpg"
"1765199252-3609","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Ensemble homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3145902_uploaded_image1_1622569585.jpg"
"1765199252-3610","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Maillot Euro 2021","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3145433_uploaded_image1_1622559347.jpg"
"1765199252-3611","https://sn.coinafrique.com/categorie/vetements-homme?page=72","T-shirts homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3144651_uploaded_image1_1622546726.jpg"
"1765199252-3612","https://sn.coinafrique.com/categorie/vetements-homme?page=72","Ensemble homme","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3144601_uploaded_image1_1622545750.jpg"
"1765199459-3613","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Ensemble Gucci","20 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3183161_uploaded_image1_1624243609.jpg"
"1765199459-3614","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Pantalon Kaki","6 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3183074_uploaded_image1_1624232532.jpg"
"1765199459-3615","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Lacoste Turque","6 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3182898_uploaded_image1_1624221693.jpg"
"1765199459-3616","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Boubou homme","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3182696_uploaded_image1_1624213246.jpg"
"1765199459-3617","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Vêtements homme","40 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3182411_uploaded_image1_1624201650.jpg"
"1765199459-3618","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Jallabas +  pantalon","7 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3182297_uploaded_image1_1624195577.jpg"
"1765199459-3619","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Ensemble Adidas","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3181284_uploaded_image1_1624116613.jpg"
"1765199459-3620","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Vêtements homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3181177_uploaded_image1_1624113240.jpg"
"1765199459-3621","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Vêtements homme","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3181175_uploaded_image1_1624113188.jpg"
"1765199459-3622","https://sn.coinafrique.com/categorie/vetements-homme?page=71","T-shirts couleur unique","2 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3180940_uploaded_image2_1624105350.jpeg"
"1765199459-3623","https://sn.coinafrique.com/categorie/vetements-homme?page=71","T-shirts Dior","3 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3180938_uploaded_image1_1624105267.jpg"
"1765199459-3624","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Ensemble Turquie","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3180367_uploaded_image1_1624080583.jpg"
"1765199459-3625","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Ensemble Turquie","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3180366_uploaded_image1_1624080506.jpg"
"1765199459-3626","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Vêtements hommes","3 500CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3180325_uploaded_image1_1624068385.jpg"
"1765199459-3627","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Vêtements homme","3 500CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3180324_uploaded_image1_1624068245.jpg"
"1765199459-3628","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Chemise africaine","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179906_uploaded_image1_1624043425.jpg"
"1765199459-3629","https://sn.coinafrique.com/categorie/vetements-homme?page=71","T-shirts Drope","6 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179878_uploaded_image1_1624042133.jpg"
"1765199459-3630","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Chemise africaine","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179527_uploaded_image1_1624032505.jpg"
"1765199459-3631","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Vêtements  hommes","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179267_uploaded_image1_1624023211.jpg"
"1765199459-3632","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Ensemble homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179265_uploaded_image1_1624023172.jpg"
"1765199459-3633","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Vêtements  hommes","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179257_uploaded_image1_1624023020.jpg"
"1765199459-3634","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Ensembles hommes","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179254_uploaded_image1_1624022949.jpg"
"1765199459-3635","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Ensembles hommes","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179246_uploaded_image1_1624022747.jpg"
"1765199459-3636","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Ensembles hommes","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179243_uploaded_image1_1624022680.jpg"
"1765199459-3637","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Pantalons","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179240_uploaded_image1_1624022456.jpg"
"1765199459-3638","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Pantalons homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179233_uploaded_image1_1624022267.jpg"
"1765199459-3639","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Pantalons homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179226_uploaded_image1_1624022199.jpg"
"1765199459-3640","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Pantalons homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179219_uploaded_image1_1624022043.jpg"
"1765199459-3641","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Pantalons homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179218_uploaded_image1_1624021966.jpg"
"1765199459-3642","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Ensembles hommes","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179216_uploaded_image1_1624021812.jpg"
"1765199459-3643","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Ensembles hommes","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179211_uploaded_image1_1624021678.jpg"
"1765199459-3644","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Ensembles Lakers homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3179196_uploaded_image1_1624021355.jpg"
"1765199459-3645","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Tunique homme","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3177856_uploaded_image1_1623951492.jpg"
"1765199459-3646","https://sn.coinafrique.com/categorie/vetements-homme?page=71","T-shirts homme","2 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3177505_uploaded_image3_1623939963.jpeg"
"1765199459-3647","https://sn.coinafrique.com/categorie/vetements-homme?page=71","T-shirts Lacoste","4 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3176294_uploaded_image1_1623873905.jpg"
"1765199459-3648","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Ensemble homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3176230_uploaded_image1_1623871394.jpg"
"1765199459-3649","https://sn.coinafrique.com/categorie/vetements-homme?page=71","T-shirt Disney Mikey","5 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3175923_uploaded_image1_1623860697.jpg"
"1765199459-3650","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Pantalon homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3175746_uploaded_image1_1623854189.jpg"
"1765199459-3651","https://sn.coinafrique.com/categorie/vetements-homme?page=71","T-shirt Lakers","7 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3175677_uploaded_image1_1623852466.jpg"
"1765199459-3652","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Jogging NBI homme","11 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3175671_uploaded_image1_1623852289.jpg"
"1765199459-3653","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Tunique homme","16 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3175385_uploaded_image1_1623844447.jpg"
"1765199459-3654","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Super cent homme","12 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3175251_uploaded_image1_1623840886.jpg"
"1765199459-3655","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Super cent homme","12 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3175249_uploaded_image2_1623840791.jpeg"
"1765199459-3656","https://sn.coinafrique.com/categorie/vetements-homme?page=71","T-shirts homme","12 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3175245_uploaded_image1_1623840617.jpg"
"1765199459-3657","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Ensemble Joggings Gucci","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3174653_uploaded_image1_1623807358.jpg"
"1765199459-3658","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Vêtements","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174601_uploaded_image1_1623802397.jpg"
"1765199459-3659","https://sn.coinafrique.com/categorie/vetements-homme?page=71","Tunique homme","50 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174114_uploaded_image1_1623779035.jpg"
